nombre,nom_agl,departamen,provincia
El Bobadal,El Bobadal,Jiménez,Santiago del Estero
El Arenal,El Arenal,Jiménez,Santiago del Estero
Pozo Hondo,Pozo Hondo,Jiménez,Santiago del Estero
El Rincón,sin gobierno local,Jiménez,Santiago del Estero
Isca Yacu Semaul,sin gobierno local,Jiménez,Santiago del Estero
San Pedro,sin gobierno local,Jiménez,Santiago del Estero
Suncho Corral,Suncho Corral,Juan F. Ibarra,Santiago del Estero
Vilelas,Vilelas,Juan F. Ibarra,Santiago del Estero
Yuchán,sin gobierno local,Juan F. Ibarra,Santiago del Estero
El Cuadrado,El Cuadrado,Juan F. Ibarra,Santiago del Estero
El Colorado,El Colorado,Juan F. Ibarra,Santiago del Estero
Matará,Matará,Juan F. Ibarra,Santiago del Estero
Villa San Martín (Est. Loreto),Loreto,Loreto,Santiago del Estero
Villa Unión,Villa Unión,Mitre,Santiago del Estero
Roversi,sin gobierno local,Moreno,Santiago del Estero
Hernán Mejía Miraval,sin gobierno local,Moreno,Santiago del Estero
Pueblo Pablo Torelo,Otumpa,Moreno,Santiago del Estero
Lilo Viejo,sin gobierno local,Moreno,Santiago del Estero
Alhuampa,sin gobierno local,Moreno,Santiago del Estero
Patay,Patay,Moreno,Santiago del Estero
Las Tinajas,Las Tinajas,Moreno,Santiago del Estero
Hasse,sin gobierno local,Moreno,Santiago del Estero
Weisburd,Weisburd,Moreno,Santiago del Estero
Aerolito,sin gobierno local,Moreno,Santiago del Estero
Quimili,Quimilí,Moreno,Santiago del Estero
Libertad,sin gobierno local,Moreno,Santiago del Estero
Tintina,Tintina,Moreno,Santiago del Estero
Villa Ojo de Agua,Villa Ojo de Agua,Ojo de Agua,Santiago del Estero
El 49,sin gobierno local,Ojo de Agua,Santiago del Estero
Sol de Julio,Sol de Julio,Ojo de Agua,Santiago del Estero
Rapelli,Rapelli,Pellegrini,Santiago del Estero
Nueva Esperanza,Nueva Esperanza,Pellegrini,Santiago del Estero
Pozo Betbeder,Pozo Betbeder,Pellegrini,Santiago del Estero
Las Delicias,Las Delicias,Pellegrini,Santiago del Estero
Santo Domingo,sin gobierno local,Pellegrini,Santiago del Estero
El Mojón,El Mojón,Pellegrini,Santiago del Estero
Ramírez de Velazco,Ramírez de Velazco,Quebrachos,Santiago del Estero
Beltrán,Beltrán,Robles,Santiago del Estero
Sumampa Viejo,sin gobierno local,Quebrachos,Santiago del Estero
Sumampa,Sumanpa,Quebrachos,Santiago del Estero
Chauchillas,Chauchillas,Río Hondo,Santiago del Estero
El Sauzal,sin gobierno local,Río Hondo,Santiago del Estero
El Charco,El Charco,Río Hondo,Santiago del Estero
Pozuelos,Pozuelos,Río Hondo,Santiago del Estero
Mansupa,sin gobierno local,Río Hondo,Santiago del Estero
Rodeo de Valdez,sin gobierno local,Río Hondo,Santiago del Estero
Vinará,Vinará,Río Hondo,Santiago del Estero
Los Núñez,Los Núñez,Río Hondo,Santiago del Estero
Colonia Tinco,Colonia Tinco,Río Hondo,Santiago del Estero
Chañar Pozo de Abajo,sin gobierno local,Río Hondo,Santiago del Estero
La Nueva Donosa,sin gobierno local,Río Hondo,Santiago del Estero
Los Miranda,sin gobierno local,Río Hondo,Santiago del Estero
Gramilla,Gramilla,Río Hondo,Santiago del Estero
Villa Río Hondo,Villa Río Hondo,Río Hondo,Santiago del Estero
Villa Giménez,sin gobierno local,Río Hondo,Santiago del Estero
Villa Turística del Embalse de Rio Hondo,sin gobierno local,Río Hondo,Santiago del Estero
Termas de Río Hondo,Termas de Río Hondo,Río Hondo,Santiago del Estero
Selva,Selva,Rivadavia,Santiago del Estero
Colonia Alpina,Colonia Alpina,Rivadavia,Santiago del Estero
Palo Negro,Palo Negro,Rivadavia,Santiago del Estero
Fernández,Fernández,Robles,Santiago del Estero
Vilmer,Vilmer,Robles,Santiago del Estero
Colonia El Simbolar,Colonia El Simbolar,Robles,Santiago del Estero
Ingeniero Forres,Ingeniero Forres,Robles,Santiago del Estero
Los Telares,Los Telares,Salavina,Santiago del Estero
Villa Salavina,Villa Salavina,Salavina,Santiago del Estero
Chilca Juliana,Chilca Juliana,Salavina,Santiago del Estero
Brea Pozo,Brea Pozo,San Martín,Santiago del Estero
Estación Robles,Estación Robles,San Martín,Santiago del Estero
Villa Nueva,sin gobierno local,San Martín,Santiago del Estero
Estación Taboada,Estación Taboada,San Martín,Santiago del Estero
Garza,Garza,Sarmiento,Santiago del Estero
Villa Silípica,Villa Silípica,Silipica,Santiago del Estero
Sumamao,sin gobierno local,Silipica,Santiago del Estero
Árraga,Árraga,Silipica,Santiago del Estero
Simbol,sin gobierno local,Silipica,Santiago del Estero
Nueva Francia,Nueva Francia,Silipica,Santiago del Estero
La Ramada,La Ramada y La Cruz,Burruyacú,Tucumán
Villa Burruyacú,Burruyacú,Burruyacú,Tucumán
7 de Abril,7 de Abril,Burruyacú,Tucumán
Macomitas,El Chañar,Burruyacú,Tucumán
El Naranjo,El Naranjo y El Sunchal,Burruyacú,Tucumán
Piedrabuena,Piedrabuena,Burruyacú,Tucumán
El Chañar,El Chañar,Burruyacú,Tucumán
Villa  Padre Monti,Villa Padre Monti,Burruyacú,Tucumán
Barrio San Jorge,El Naranjo y El Sunchal,Burruyacú,Tucumán
Garmendia,Garmendia,Burruyacú,Tucumán
Villa Benjamín Aráoz,Benjamín Aráoz y El Tajamar,Burruyacú,Tucumán
Colombres,Colombres,Cruz Alta,Tucumán
Banda del Río Salí,Banda del Río Salí,Cruz Alta,Tucumán
La Florida,La Florida y Luisiana,Cruz Alta,Tucumán
Los Ralos,Los Ralos,Cruz Alta,Tucumán
El Bracho,El Bracho y El Cevilar,Cruz Alta,Tucumán
Las Cejas,Las Cejas,Cruz Alta,Tucumán
San Andrés,San Andrés,Cruz Alta,Tucumán
Ranchillos,Ranchillos y San Miguel,Cruz Alta,Tucumán
Alderetes,Alderetes,Cruz Alta,Tucumán
Colonia Mayo - Barrio La Milagrosa,Los Pérez,Cruz Alta,Tucumán
Delfín Gallo,Delfín Gallo,Cruz Alta,Tucumán
Pacará,San Andrés,Cruz Alta,Tucumán
Iltico,Concepción,Chicligasta,Tucumán
Barrio San Roque,Arcadia,Chicligasta,Tucumán
Arcadia,Arcadia,Chicligasta,Tucumán
Alpachiri,Alpachiri y El Molino,Chicligasta,Tucumán
La Trinidad,La Trinidad,Chicligasta,Tucumán
Alto Verde,Alto Verde y Los Guchea,Chicligasta,Tucumán
Concepción,Concepción,Chicligasta,Tucumán
Medina,Medina,Chicligasta,Tucumán
Barrio Casa Rosada,Famaillá,Famaillá,Tucumán
Famaillá,Famaillá,Famaillá,Tucumán
Campo de Herrera,Famaillá,Famaillá,Tucumán
Ingenio Fronterita,Famaillá,Famaillá,Tucumán
Taco Ralo,Taco Ralo,Graneros,Tucumán
Graneros,Graneros,Graneros,Tucumán
Lamadrid,Lamadrid,Graneros,Tucumán
Villa Belgrano,Villa Belgrano,Juan Bautista Alberdi,Tucumán
Juan Bautista Alberdi,Juan Bautista Alberdi,Juan Bautista Alberdi,Tucumán
La Cocha,La Cocha,La Cocha,Tucumán
San José de La Cocha,San José de la Cocha,La Cocha,Tucumán
Río Colorado,Río Colorado,Leales,Tucumán
Los Puestos,Los Puestos,Leales,Tucumán
Santa Rosa de Leales,Santa Rosa de Leales y Laguna Blanca,Leales,Tucumán
Bella Vista,Bella Vista,Leales,Tucumán
Estación Aráoz,Estación Aráoz y Tacanas,Leales,Tucumán
Villa de Leales,Leales,Leales,Tucumán
Villa Fiad - Ingenio Leales,Quilmes y los Sueldos,Leales,Tucumán
Pala Pala,Quilmes y los Sueldos,Leales,Tucumán
Manuel García Fernández,Manuel García Fernández,Leales,Tucumán
Lules,Lules,Lules,Tucumán
Ingenio San Pablo,San Pablo y Villa Nougués,Lules,Tucumán
Barrio San Felipe,San Felipe y Santa Bárbara,Lules,Tucumán
La Reducción,Lules,Lules,Tucumán
El Manantial,El Manantial,Lules,Tucumán
Teniente Berdina,Teniente Berdina,Monteros,Tucumán
Pueblo Independencia,León Rouges y Santa Rosa,Monteros,Tucumán
Capitán Cáceres,Capitán Cáceres,Monteros,Tucumán
Soldado Maldonado,Soldado Maldonado,Monteros,Tucumán
Sargento Moya,Sargento Moya,Monteros,Tucumán
Río Seco,Río Seco,Monteros,Tucumán
Villa Quinteros,Villa Quinteros,Monteros,Tucumán
Acheral,Acheral,Monteros,Tucumán
Santa Lucía,Santa Lucía,Monteros,Tucumán
Monteros,Monteros,Monteros,Tucumán
Los Sarmientos,Los Sarmientos y La Tipa,Río Chico,Tucumán
Río Chico,Santa Ana,Río Chico,Tucumán
Villa Clodomiro Hileret,Santa Ana,Río Chico,Tucumán
Santa Ana,Santa Ana,Río Chico,Tucumán
Aguilares,Aguilares,Río Chico,Tucumán
San Miguel de Tucumán,San Miguel de Tucumán,Capital,Tucumán
Villa Chicligasta,Chicligasta,Simoca,Tucumán
Monteagudo,Monteagudo,Simoca,Tucumán
Atahona,Atahona,Simoca,Tucumán
Santa Cruz,Santa Cruz y La Tuna,Simoca,Tucumán
Nueva Trinidad,Río Chico y Nueva Trinidad,Simoca,Tucumán
Simoca,Simoca,Simoca,Tucumán
Colalao del Valle,Colalao del Valle,Tafí del Valle,Tucumán
Tafí del Valle,Tafí del Valle,Tafí del Valle,Tucumán
Amaicha del Valle,Amaicha del Valle,Tafí del Valle,Tucumán
El Mollar,El Mollar,Tafí del Valle,Tucumán
Barrio Lomas de Tafí,Tafí Viejo,Tafí Viejo,Tucumán
Barrio U.T.A. II,Tafí Viejo,Tafí Viejo,Tucumán
Barrio Mutual San Martín,Los Nogales,Tafí Viejo,Tucumán
Villa Las Flores,Tafí Viejo,Tafí Viejo,Tucumán
Barrio El Cruce,Los Nogales,Tafí Viejo,Tucumán
Villa Mariano Moreno - El Colmenar,Las Talitas,Tafí Viejo,Tucumán
Barrio Parada 14,Tafí Viejo,Tafí Viejo,Tucumán
Diagonal Norte - Luz y Fuerza - Los Pocitos - Villa Nueva Italia,Tafí Viejo,Tafí Viejo,Tucumán
El Cadillal,El Cadillal,Tafí Viejo,Tucumán
Tafí Viejo,Tafí Viejo,Tafí Viejo,Tucumán
Villa de Trancas,Trancas,Trancas,Tucumán
San Pedro de Colalao,San Pedro de Colalao,Trancas,Tucumán
Choromoro,Choromoro,Trancas,Tucumán
Villa Carmela,Cevil Redondo,Yerba Buena,Tucumán
Barrio San José III,Cevil Redondo,Yerba Buena,Tucumán
Yerba Buena - Marcos Paz,Yerba Buena,Yerba Buena,Tucumán
Río Grande,Río Grande,Río Grande,"Tierra del Fuego, Antártida e Islas del Atlántico Sur"
Tolhuin,Tolhuin,Tolhuin,"Tierra del Fuego, Antártida e Islas del Atlántico Sur"
Ushuaia,Ushuaia,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur"
Laguna Escondida,sin gobierno local,Ushuaia,"Tierra del Fuego, Antártida e Islas del Atlántico Sur"
Gran Buenos Aires,,Comuna 1,Ciudad Autónoma de Buenos Aires
Ciudad de Buenos Aires,"Comuna 1,Comuna 10,Comuna 11,Comuna 12,Comuna 13,Comuna 14,Comuna 15,Comuna 2,Comuna 3,Comuna 4,Comuna 5,Comuna 6,Comuna 7,Comuna 8,Comuna 9",Comuna 1,Ciudad Autónoma de Buenos Aires
Comuna 13,Comuna 13,Comuna 13,Ciudad de Buenos Aires
Comuna 14,Comuna 14,Comuna 14,Ciudad de Buenos Aires
Comuna 12,Comuna 12,Comuna 12,Ciudad de Buenos Aires
Comuna 15,Comuna 15,Comuna 15,Ciudad de Buenos Aires
Comuna 1,Comuna 1,Comuna 1,Ciudad de Buenos Aires
Comuna 2,Comuna 2,Comuna 2,Ciudad de Buenos Aires
Comuna 3,Comuna 3,Comuna 3,Ciudad de Buenos Aires
Comuna 4,Comuna 4,Comuna 4,Ciudad de Buenos Aires
Comuna 5,Comuna 5,Comuna 5,Ciudad de Buenos Aires
Comuna 6,Comuna 6,Comuna 6,Ciudad de Buenos Aires
Comuna 7,Comuna 7,Comuna 7,Ciudad de Buenos Aires
Comuna 8,Comuna 8,Comuna 8,Ciudad de Buenos Aires
Comuna 9,Comuna 9,Comuna 9,Ciudad de Buenos Aires
Comuna 10,Comuna 10,Comuna 10,Ciudad de Buenos Aires
Comuna 11,Comuna 11,Comuna 11,Ciudad de Buenos Aires
Saldán,Saldán,Colón,Córdoba
